center_id,meal_id,week,actual_demand,point_forecast,q_historical_mean,surplus_historical_mean,shortage_historical_mean,q_p50,surplus_p50,shortage_p50,q_p70,surplus_p70,shortage_p70,q_p80,surplus_p80,shortage_p80,q_p90,surplus_p90,shortage_p90,q_p95,surplus_p95,shortage_p95
10,1207,145,54,222.9418104599169,217.66417910447763,163.66417910447763,0.0,222.9418104599169,168.9418104599169,0.0,242.83714510183958,188.83714510183958,0.0,268.96283147554215,214.96283147554215,0.0,323.97328319423593,269.97328319423593,0.0,383.1536496258409,329.1536496258409,0.0
10,1216,136,107,144.9858630461176,142.6315789473684,35.63157894736841,0.0,144.9858630461176,37.9858630461176,0.0,165.69288274374122,58.69288274374122,0.0,191.50477909640037,84.50477909640037,0.0,249.2267699957433,142.2267699957433,0.0,316.2632256084292,209.2632256084292,0.0
10,1216,137,216,146.76669614883545,142.6315789473684,0.0,73.36842105263159,146.76669614883545,0.0,69.23330385116455,170.2505261147132,0.0,45.74947388528679,194.291156283413,0.0,21.708843716587012,244.83427224176847,28.834272241768474,0.0,320.27965696041997,104.27965696041997,0.0
10,1216,138,148,144.9046902519551,142.6315789473684,0.0,5.368421052631589,144.9046902519551,0.0,3.0953097480449117,165.4845214938144,17.484521493814412,0.0,188.00600348057134,40.00600348057134,0.0,234.0422344210721,86.0422344210721,0.0,306.0659532509758,158.06595325097578,0.0
10,1216,139,230,176.5649739884381,142.6315789473684,0.0,87.36842105263159,176.5649739884381,0.0,53.43502601156189,202.32081387520986,0.0,27.679186124790135,226.2558265712156,0.0,3.744173428784393,272.32705848442623,42.32705848442623,0.0,325.654671027452,95.65467102745203,0.0
10,1216,140,162,171.150572073982,142.6315789473684,0.0,19.36842105263159,171.150572073982,9.150572073982005,0.0,190.97688583113316,28.97688583113316,0.0,218.14441590315582,56.14441590315582,0.0,263.48804343440503,101.48804343440503,0.0,326.10013508131146,164.10013508131146,0.0
10,1216,141,107,155.5622457700472,142.6315789473684,35.63157894736841,0.0,155.5622457700472,48.56224577004721,0.0,179.1335240312641,72.1335240312641,0.0,203.43339586336833,96.43339586336833,0.0,253.38506385216132,146.38506385216132,0.0,315.1128533835118,208.11285338351178,0.0
10,1216,142,189,155.5622457700472,142.6315789473684,0.0,46.36842105263159,155.5622457700472,0.0,33.43775422995279,185.69875455956594,0.0,3.3012454404340588,212.6572935445912,23.657293544591198,0.0,271.28146390532254,82.28146390532254,0.0,335.1984774261383,146.1984774261383,0.0
10,1216,143,366,377.99299350476235,142.6315789473684,0.0,223.3684210526316,377.99299350476235,11.992993504762353,0.0,403.5853691417997,37.585369141799674,0.0,425.91437026022834,59.91437026022834,0.0,468.89488947893034,102.89488947893034,0.0,542.4153314846669,176.41533148466692,0.0
10,1216,144,230,221.73564089701827,142.6315789473684,0.0,87.36842105263159,221.73564089701827,0.0,8.264359102981729,240.2692219267042,10.269221926704205,0.0,265.3758906720548,35.37589067205482,0.0,317.86480461317984,87.86480461317984,0.0,386.6957501869995,156.69575018699948,0.0
10,1216,145,215,174.10629320118593,142.6315789473684,0.0,72.36842105263159,174.10629320118593,0.0,40.893706798814065,196.06506382771224,0.0,18.934936172287763,221.6920345693754,6.692034569375409,0.0,264.7250938231148,49.725093823114776,0.0,332.08328998781263,117.08328998781263,0.0
10,1230,136,123,149.9275125684598,162.3037037037037,39.30370370370369,0.0,149.9275125684598,26.927512568459804,0.0,171.66145871944235,48.66145871944235,0.0,191.16341580544122,68.16341580544122,0.0,244.71816913662605,121.71816913662605,0.0,342.93493732481585,219.93493732481585,0.0
10,1230,137,108,144.9287850265954,162.3037037037037,54.30370370370369,0.0,144.9287850265954,36.92878502659539,0.0,163.54418177666875,55.54418177666875,0.0,188.12915505121921,80.12915505121921,0.0,236.15088181112463,128.15088181112463,0.0,292.91710042298274,184.91710042298274,0.0
10,1230,138,96,143.03340685038742,162.3037037037037,66.30370370370369,0.0,143.03340685038742,47.03340685038742,0.0,163.63058798843835,67.63058798843835,0.0,191.8062417523307,95.80624175233069,0.0,240.96970387953573,144.96970387953573,0.0,300.98313439753406,204.98313439753406,0.0
10,1230,139,28,137.20148978267238,162.3037037037037,134.3037037037037,0.0,137.20148978267238,109.20148978267238,0.0,157.10374773428185,129.10374773428185,0.0,181.86135287874774,153.86135287874774,0.0,228.8617032745464,200.8617032745464,0.0,294.09983585805776,266.09983585805776,0.0
10,1230,140,149,122.24301511510086,162.3037037037037,13.30370370370369,0.0,122.24301511510086,0.0,26.75698488489914,145.35447496266124,0.0,3.645525037338757,170.08229008758394,21.082290087583942,0.0,217.60142654530105,68.60142654530105,0.0,285.7736879097113,136.77368790971133,0.0
10,1230,141,122,113.5921961512226,162.3037037037037,40.30370370370369,0.0,113.5921961512226,0.0,8.407803848777405,139.09144302391678,17.09144302391678,0.0,167.15211076548843,45.15211076548843,0.0,213.45717000524468,91.45717000524468,0.0,264.9084062825927,142.9084062825927,0.0
10,1230,142,134,106.4087282048183,162.3037037037037,28.30370370370369,0.0,106.4087282048183,0.0,27.591271795181697,130.21545506234912,0.0,3.784544937650878,151.6905719666734,17.69057196667339,0.0,207.20510143953678,73.20510143953678,0.0,283.9466673068499,149.94666730684992,0.0
10,1230,143,135,122.24301511510086,162.3037037037037,27.30370370370369,0.0,122.24301511510086,0.0,12.75698488489914,141.12286274257033,6.122862742570334,0.0,168.87531262902925,33.87531262902925,0.0,214.83202315324223,79.83202315324223,0.0,271.39159580296314,136.39159580296314,0.0
10,1230,144,150,122.24301511510086,162.3037037037037,12.30370370370369,0.0,122.24301511510086,0.0,27.75698488489914,142.14324824401592,0.0,7.856751755984078,166.33239991878523,16.332399918785228,0.0,202.6697822307356,52.66978223073559,0.0,253.6335729357068,103.63357293570681,0.0
10,1230,145,68,122.24301511510086,162.3037037037037,94.30370370370369,0.0,122.24301511510086,54.24301511510086,0.0,141.58124631066508,73.58124631066508,0.0,167.85815797020112,99.85815797020112,0.0,209.76646908290618,141.76646908290618,0.0,272.0344363375147,204.0344363375147,0.0
10,1247,136,27,45.52360213486591,34.83185840707964,7.831858407079643,0.0,45.52360213486591,18.52360213486591,0.0,75.0429420247815,48.042942024781496,0.0,102.7653822332555,75.7653822332555,0.0,169.5224190100548,142.5224190100548,0.0,260.02544036540274,233.02544036540274,0.0
10,1247,137,15,54.37564617179785,34.83185840707964,19.831858407079643,0.0,54.37564617179785,39.37564617179785,0.0,77.54307457009376,62.543074570093765,0.0,104.85720751465321,89.85720751465321,0.0,158.77822777416037,143.77822777416037,0.0,220.96883816833412,205.96883816833412,0.0
10,1247,138,69,54.6663378276535,34.83185840707964,0.0,34.16814159292036,54.6663378276535,0.0,14.3336621723465,72.77984406006688,3.7798440600668783,0.0,97.25083757796124,28.250837577961235,0.0,142.55828152959802,73.55828152959802,0.0,196.14919971367013,127.14919971367013,0.0
10,1247,140,53,54.37564617179785,34.83185840707964,0.0,18.168141592920357,54.37564617179785,1.3756461717978468,0.0,77.60372022280696,24.603720222806956,0.0,102.9700337327735,49.9700337327735,0.0,151.3544254152083,98.35442541520831,0.0,229.97898058263752,176.97898058263752,0.0
10,1247,141,13,44.82221172939401,34.83185840707964,21.831858407079643,0.0,44.82221172939401,31.822211729394013,0.0,65.11793150067935,52.11793150067935,0.0,89.42672136344176,76.42672136344176,0.0,145.16953438564985,132.16953438564985,0.0,206.26907374997944,193.26907374997944,0.0
10,1247,142,28,44.82221172939401,34.83185840707964,6.831858407079643,0.0,44.82221172939401,16.822211729394013,0.0,67.03998973128954,39.03998973128954,0.0,91.39613815238674,63.39613815238674,0.0,139.53543281566888,111.53543281566888,0.0,187.2807554832185,159.2807554832185,0.0
10,1247,143,14,44.82221172939401,34.83185840707964,20.831858407079643,0.0,44.82221172939401,30.822211729394013,0.0,66.49556678223554,52.49556678223554,0.0,86.08939116116889,72.08939116116889,0.0,140.82160379533772,126.82160379533772,0.0,210.94219751561337,196.94219751561337,0.0
10,1247,144,28,44.82221172939401,34.83185840707964,6.831858407079643,0.0,44.82221172939401,16.822211729394013,0.0,69.25384723187533,41.253847231875326,0.0,102.75853378139541,74.75853378139541,0.0,158.50414656644378,130.50414656644378,0.0,212.6477807244645,184.6477807244645,0.0
10,1247,145,14,44.82221172939401,34.83185840707964,20.831858407079643,0.0,44.82221172939401,30.822211729394013,0.0,67.82766282807978,53.82766282807978,0.0,92.17276100932996,78.17276100932996,0.0,144.15848383780838,130.15848383780838,0.0,209.21842664238022,195.21842664238022,0.0
10,1248,136,405,212.79554423316608,220.07407407407408,0.0,184.92592592592592,212.79554423316608,0.0,192.20445576683392,237.73468933304508,0.0,167.26531066695492,265.1423429303194,0.0,139.8576570696806,316.0979449039488,0.0,88.90205509605119,398.1886929351426,0.0,6.811307064857374
10,1248,137,485,219.58400442391283,220.07407407407408,0.0,264.9259259259259,219.58400442391283,0.0,265.4159955760872,238.72929498078048,0.0,246.27070501921952,263.61524255640745,0.0,221.38475744359255,321.0775255118106,0.0,163.92247448818938,365.946805604616,0.0,119.05319439538403
10,1248,138,296,220.38963599572605,220.07407407407408,0.0,75.92592592592592,220.38963599572605,0.0,75.61036400427395,242.89590428968108,0.0,53.104095710318916,266.5417971833654,0.0,29.458202816634582,311.44837587081537,15.448375870815369,0.0,368.86480694790214,72.86480694790214,0.0
10,1248,139,285,215.60070915722605,220.07407407407408,0.0,64.92592592592592,215.60070915722605,0.0,69.39929084277395,237.6123874744663,0.0,47.38761252553371,263.22967253491566,0.0,21.770327465084335,326.5425809671976,41.54258096719758,0.0,418.74924937126116,133.74924937126116,0.0
10,1248,140,418,237.70876153197221,220.07407407407408,0.0,197.92592592592592,237.70876153197221,0.0,180.29123846802779,257.30630674250375,0.0,160.69369325749625,278.1939156510044,0.0,139.80608434899563,327.52285221133803,0.0,90.47714778866197,383.6479779711528,0.0,34.352022028847216
10,1248,141,190,203.6318279124608,220.07407407407408,30.074074074074076,0.0,203.6318279124608,13.631827912460807,0.0,223.53655897938248,33.53655897938248,0.0,251.07002134486856,61.070021344868564,0.0,317.705737473441,127.70573747344099,0.0,375.1400138418261,185.1400138418261,0.0
10,1248,142,312,220.59828400291278,220.07407407407408,0.0,91.92592592592592,220.59828400291278,0.0,91.40171599708722,242.27909474301728,0.0,69.72090525698272,268.2257053186645,0.0,43.774294681335505,318.0522070764169,6.052207076416892,0.0,368.0708835632524,56.07088356325238,0.0
10,1248,143,122,172.98372655016115,220.07407407407408,98.07407407407408,0.0,172.98372655016115,50.98372655016115,0.0,195.74341791557688,73.74341791557688,0.0,224.77843697033546,102.77843697033546,0.0,271.3874018260312,149.38740182603118,0.0,331.38322129450773,209.38322129450773,0.0
10,1248,144,283,172.98372655016115,220.07407407407408,0.0,62.925925925925924,172.98372655016115,0.0,110.01627344983885,198.29142052970644,0.0,84.70857947029356,225.03707162663875,0.0,57.96292837336125,277.8152290001387,0.0,5.184770999861314,326.68148731026724,43.681487310267244,0.0
10,1248,145,244,172.98372655016115,220.07407407407408,0.0,23.925925925925924,172.98372655016115,0.0,71.01627344983885,194.07454202633286,0.0,49.925457973667136,215.08758823690997,0.0,28.912411763090034,262.7253262701657,18.72532627016568,0.0,331.2747676217753,87.27476762177531,0.0
10,1311,136,784,642.9040474055226,604.1259259259259,0.0,179.8740740740741,642.9040474055226,0.0,141.09595259447735,666.4753052985878,0.0,117.52469470141216,699.4210356669752,0.0,84.57896433302483,753.3794113850752,0.0,30.620588614924827,828.0219033951457,44.02190339514573,0.0
10,1311,137,539,638.6134290787917,604.1259259259259,65.12592592592591,0.0,638.6134290787917,99.61342907879168,0.0,660.9885468937701,121.98854689377015,0.0,686.427441151007,147.42744115100697,0.0,744.1017827167701,205.10178271677012,0.0,794.7409827477926,255.7409827477926,0.0
10,1311,138,445,653.7028634897524,604.1259259259259,159.1259259259259,0.0,653.7028634897524,208.70286348975242,0.0,675.006731279697,230.00673127969696,0.0,702.9709669408124,257.97096694081245,0.0,761.4157485593281,316.4157485593281,0.0,824.3595594054759,379.3595594054759,0.0
10,1311,139,609,605.4726786315613,604.1259259259259,0.0,4.8740740740740875,605.4726786315613,0.0,3.52732136843872,629.2672818064308,20.267281806430788,0.0,654.8242593306071,45.824259330607106,0.0,712.6180315953421,103.61803159534213,0.0,786.5898275324978,177.5898275324978,0.0
10,1311,140,622,569.9957374896293,604.1259259259259,0.0,17.874074074074088,569.9957374896293,0.0,52.00426251037072,591.9083959100897,0.0,30.091604089910334,621.2608802491758,0.0,0.7391197508242158,665.1147079749311,43.11470797493109,0.0,723.8092327685167,101.80923276851672,0.0
10,1311,141,568,605.4726786315613,604.1259259259259,36.12592592592591,0.0,605.4726786315613,37.47267863156128,0.0,628.4354398624719,60.43543986247187,0.0,658.0720757470133,90.07207574701329,0.0,718.7323352351012,150.73233523510123,0.0,789.1086759256721,221.10867592567206,0.0
10,1311,142,473,628.4165224758643,604.1259259259259,131.1259259259259,0.0,628.4165224758643,155.41652247586433,0.0,646.6780680705077,173.67806807050772,0.0,674.4070571849606,201.40705718496065,0.0,719.8917220414335,246.89172204143347,0.0,795.0727092360339,322.0727092360339,0.0
10,1311,143,582,570.6367661893705,604.1259259259259,22.125925925925912,0.0,570.6367661893705,0.0,11.363233810629481,592.039668606389,10.039668606389,0.0,614.148648580883,32.14864858088299,0.0,655.9830296795614,73.98302967956135,0.0,718.808011670402,136.80801167040204,0.0
10,1311,144,500,584.451909913756,604.1259259259259,104.12592592592591,0.0,584.451909913756,84.45190991375603,0.0,604.3071667189465,104.30716671894652,0.0,625.7184606134743,125.71846061347435,0.0,682.5200580480425,182.52005804804253,0.0,744.7825555211759,244.78255552117594,0.0
10,1311,145,1027,553.1510885416508,604.1259259259259,0.0,422.8740740740741,553.1510885416508,0.0,473.8489114583492,572.7392215778546,0.0,454.26077842214545,598.0833442422818,0.0,428.9166557577182,647.051891677897,0.0,379.94810832210305,724.24300215564,0.0,302.75699784435994
10,1438,136,54,120.79621031095576,68.71428571428571,14.714285714285708,0.0,120.79621031095576,66.79621031095576,0.0,140.88402636662994,86.88402636662994,0.0,162.6997450128053,108.6997450128053,0.0,209.29322444167966,155.29322444167966,0.0,263.26401411494066,209.26401411494066,0.0
10,1438,137,122,120.71503751679327,68.71428571428571,0.0,53.28571428571429,120.71503751679327,0.0,1.2849624832067263,141.79771674366796,19.797716743667962,0.0,168.73618621979267,46.73618621979267,0.0,228.4216400268916,106.4216400268916,0.0,283.5349562580859,161.5349562580859,0.0
10,1438,138,162,126.7226694487389,68.71428571428571,0.0,93.28571428571429,126.7226694487389,0.0,35.2773305512611,144.5560671843452,0.0,17.44393281565479,165.98652529682482,3.986525296824823,0.0,230.7244685019099,68.72446850190991,0.0,297.3394881822576,135.33948818225758,0.0
10,1438,139,42,129.3658564806715,68.71428571428571,26.714285714285708,0.0,129.3658564806715,87.36585648067151,0.0,154.38857489884927,112.38857489884927,0.0,181.5995038825213,139.5995038825213,0.0,234.22083271340128,192.22083271340128,0.0,322.0746856655925,280.0746856655925,0.0
10,1438,140,135,129.3658564806715,68.71428571428571,0.0,66.28571428571429,129.3658564806715,0.0,5.6341435193284894,154.11558002742296,19.115580027422965,0.0,177.87559355926604,42.875593559266036,0.0,233.83175742034092,98.83175742034092,0.0,300.7393920355428,165.73939203554278,0.0
10,1438,141,135,129.3658564806715,68.71428571428571,0.0,66.28571428571429,129.3658564806715,0.0,5.6341435193284894,148.23547917718943,13.235479177189433,0.0,171.73408087491336,36.73408087491336,0.0,215.62542557103728,80.62542557103728,0.0,275.50060278860497,140.50060278860497,0.0
10,1438,142,54,130.6953974290992,68.71428571428571,14.714285714285708,0.0,130.6953974290992,76.69539742909919,0.0,159.23442772059283,105.23442772059283,0.0,182.59534198979185,128.59534198979185,0.0,229.39898005664276,175.39898005664276,0.0,295.1262785289676,241.1262785289676,0.0
10,1438,143,148,129.3658564806715,68.71428571428571,0.0,79.28571428571429,129.3658564806715,0.0,18.63414351932849,151.5042630775266,3.5042630775265877,0.0,176.4231860345779,28.423186034577895,0.0,223.90028203661242,75.90028203661242,0.0,274.68581733838175,126.68581733838175,0.0
10,1438,144,53,129.3658564806715,68.71428571428571,15.714285714285708,0.0,129.3658564806715,76.36585648067151,0.0,149.82651205287826,96.82651205287826,0.0,181.78561585961063,128.78561585961063,0.0,240.48196891060257,187.48196891060257,0.0,304.9037285510242,251.9037285510242,0.0
10,1438,145,107,129.3658564806715,68.71428571428571,0.0,38.28571428571429,129.3658564806715,22.36585648067151,0.0,147.77176016147263,40.77176016147263,0.0,174.11329132574411,67.11329132574411,0.0,222.83284706310627,115.83284706310627,0.0,277.28892071174863,170.28892071174863,0.0
